nAcid,nBase,nAromAtom,nAtom,nSpiro,nBridgehead,nHetero,nB,nN,nO,nS,nP,nF,nCl,nBr,nI,ATS0Z,ATS0p,AATS0dv,AATS0Z,AATS1Z,AATS0v,AATS0i,AATS1i,AATS3i,AATS5i,AATS6i,ATSC1dv,ATSC2dv,ATSC3dv,ATSC4dv,ATSC5dv,ATSC6dv,ATSC7dv,ATSC8dv,ATSC2d,ATSC3d,ATSC4d,ATSC5d,ATSC6d,ATSC7d,ATSC8d,ATSC1Z,ATSC2Z,ATSC3Z,ATSC4Z,ATSC5Z,ATSC6Z,ATSC7Z,ATSC8Z,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC6v,ATSC7v,ATSC8v,ATSC1se,ATSC2se,ATSC3se,ATSC4se,ATSC5se,ATSC6se,ATSC7se,ATSC8se,ATSC1p,ATSC2p,ATSC3p,ATSC4p,ATSC5p,ATSC6p,ATSC7p,ATSC8p,ATSC1i,ATSC2i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,AATSC0d,AATSC1d,AATSC3d,AATSC0v,AATSC1se,MATS1p,GATS1dv,GATS4dv,GATS1d,GATS2d,GATS3d,GATS1Z,GATS2Z,GATS3Z,GATS4Z,GATS5Z,GATS6Z,GATS2v,GATS1se,GATS2se,GATS3se,GATS4se,GATS6se,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS1i,GATS3i,GATS4i,GATS5i,GATS6i,BalabanJ,nBondsD,nBondsT,C2SP1,C1SP2,C3SP2,C1SP3,C3SP3,C4SP3,Xch-3d,Xch-5d,Xc-3d,Xc-4d,Xc-6d,AXp-1d,AXp-2d,AXp-1dv
0,0,17,40,0,0,9,0,3,2,1,0,3,0,0,0,1400.0,67.893035667886,11.811111111111112,35.0,35.69047619047619,248.139826979462,169.17414071561467,148.29586436243804,157.49416092539596,159.80452238721347,161.3978552490963,27.508888888888897,114.6,-7.8499999999999925,1.617777777777783,6.979999999999999,14.096666666666671,-112.37555555555558,-89.41222222222223,-2.625,-0.6875,0.875,-4.0,-9.3125,-6.75,-7.5625,81.91999999999999,49.300000000000026,-112.05000000000003,-87.95999999999998,48.88000000000003,117.13,-67.42000000000002,-111.99000000000001,105.96700504092604,-10.477182195251794,-612.6270683452258,-23.856416430988148,89.55538427666382,-162.45519046483315,9.612946146687733,-592.0262302620471,0.2139141362499996,5.207120143750002,0.2230075531250002,-0.5911164962499998,-0.4951284799999999,0.5201315918749994,-3.7797339299999986,-3.579076475624999,-0.47603115998699486,0.18424268311452419,-2.9675667789144877,-0.049632824261665154,-0.6014981340573801,-3.112722914588541,1.82235932064462,-2.8883603329518213,1.9302953557917213,48.36590067901042,-2.5905326096287418,17.581991613325556,-28.73325151503563,-62.48170140612721,-20.73350063538972,-50.707706920571354,0.8375,0.10416666666666667,-0.008088235294117648,46.16719662837003,0.0050931937202380855,-0.03717066749569899,0.49875406448476006,0.8846606878572689,1.1226012793176974,1.1142857142857143,0.9450395083406498,0.7509261666450018,0.7743728064474196,0.9419659583578653,0.9272815712543317,0.6663857639176111,0.653619939265707,0.8968802016144429,0.5109152486633489,0.39969287944515053,0.6480450495734889,0.8043870580387246,0.779619336672352,1.1686151422691153,0.9771953011512535,1.032253727274116,0.8641931061293088,0.8121436654235489,0.9075170545568533,0.8129438351419204,0.7662937836395605,0.8312885589692587,1.2083496033933638,1.6992616229135207,2,0,0,0,2,2,0,0,0.0,0.09622504486493763,3.9148999370677453,0.5773502691896257,0.28867513459481287,0.4304885722837718,0.2993406717295574,0.32061896424741365
1,0,18,63,0,0,6,0,2,3,0,0,0,1,0,0,1616.0,100.08498624062098,6.596903782088968,25.650793650793652,24.772727272727273,228.56624560678955,159.68011571535908,143.25535176082968,154.72137471124694,159.09263962800304,159.58704693451912,60.28516372255346,14.20289341159419,-37.41010734426371,-9.191863485220331,-26.890948057320774,-73.45555524450289,-57.69911567736381,-47.578831624099095,-5.38044847568657,-9.28747795414462,-4.503905265810026,0.2988158226253479,1.5338876291257242,-4.935248173343411,-10.239858906525573,7.0,29.0,-94.0,52.0,3.0,-105.0,-88.0,-73.0,171.07834379063843,-197.4905113687377,-588.5786318661555,-86.937386555779,37.757601866835714,62.327114081067194,-116.59728441807876,-770.3320608802604,-0.20463136734694215,1.3054255102040822,-0.42564585714285447,-0.3136553469387709,-0.9693990204081658,-1.7101626530612277,-0.1496219387755054,-0.3052317142857026,0.9096682302842092,-0.589626678014344,-2.7253353799014888,-0.8309016513845086,-0.150568003934579,1.6883675396662587,0.742400962005022,-3.088710170645663,2.319827347265717,-6.270679908565401,-18.493047016995295,-18.62490857454891,-2.2907025037558078,20.229307049236,9.603086881268228,-22.500392333051355,0.5810027714789621,0.16214297166678127,-0.05768619847294795,52.609436032208976,-0.003100475262832457,0.05506631718063576,0.5585410989610679,0.9790554611215835,0.8597532129622327,1.328789963214403,1.2519702854557107,0.6929575358851675,0.7393092105263158,0.9500653808434129,0.768656288249694,0.8628325821459727,0.9856501330573625,1.0153794628116046,0.6813172448912198,0.44108642550123894,0.8488674299778527,0.829132747075189,1.2513857082342863,0.9293302415520067,1.0035738557284726,1.0503657939289834,0.9697019480147453,0.945171444928339,1.102553887689763,1.0923614923686793,1.0947590075478686,1.0295255656543263,0.9095400861828272,1.3438859769683897,2,0,0,4,5,1,2,0,0.0,0.14433756729740643,2.2361868862951786,0.0,0.0,0.4437492971181065,0.2906464138438377,0.32755597894974875
0,0,18,40,0,0,6,0,0,4,1,0,1,0,0,0,1292.0,70.951358572735,10.11111111111111,32.3,33.80952380952381,253.81154125018594,158.38866140809586,139.94349597751184,152.60057188450577,154.04791114397975,152.22847380166152,40.2672222222222,50.21388888888885,-86.52000000000002,-48.29166666666667,-92.56888888888886,-36.33166666666666,36.8125,128.16055555555556,-1.8812500000000045,-3.5700000000000025,-6.718750000000003,-4.5925,-3.77125,-5.796875000000002,-2.076249999999998,86.84499999999994,-3.4250000000000353,-194.27,-131.825,-80.88,-45.56499999999999,129.3625,272.65500000000003,69.94430202334793,172.92403514308324,-256.12057571051105,-473.33675307575805,-26.263413269601283,-599.1232990623909,-522.747061944302,395.29936730522,0.28551603624999994,0.5879477687499999,-2.720198554999999,-0.81200401875,-1.9197572574999993,0.5455295337500011,0.7304267281250009,4.664510038749999,-0.4135981001987219,-1.6955999725726594,-0.11288160195975153,-2.756766268090094,1.6638839257111877,-1.2542270377421574,-4.410268318232546,0.49409770529984653,-0.7226920819648792,-9.260210261959564,4.2495241595445385,-6.207931176346046,5.666628542047964,-7.124905941891097,-39.48029237897589,-20.360681126556454,0.7493749999999999,0.17979166666666663,-0.040568181818181843,49.88177678745857,0.006798000863095237,-0.03177950840078862,0.477361504939232,1.0401370103636045,0.9448349815322293,1.2174431073513643,1.0867010387444083,0.7870354885105528,0.950964979763856,1.0786408335284476,0.9532115819870444,0.7975044027974305,0.8112037374831884,0.8759504623807657,0.499575920851988,0.6791594962675739,1.2922762222602249,0.9951184920604267,0.6451437221760471,1.1396341935652723,1.1042763402575804,0.9326848997520093,0.9809866403562704,0.735009144248807,0.9130258732851854,0.9343897083095175,0.9124811745996597,0.7035382131102904,0.8557056752331484,1.680510060714566,3,0,0,0,3,1,0,0,0.0,0.0,2.903942708599385,0.28867513459481287,0.14433756729740643,0.4352977318912363,0.2948186483028167,0.34661320957663905
0,0,17,49,0,0,12,0,3,5,1,0,3,0,0,0,1668.0,77.17889928728201,12.17233560090703,34.04081632653061,34.80392156862745,235.63539165905988,169.72609808794044,149.6898452641961,156.6628643757315,160.885688061111,160.37656101607428,59.18418251654404,113.34249618214635,-24.33208385394972,-88.93067703271781,-103.97019760285066,62.58068397426998,74.51973714655928,30.934147808783386,6.081632653061228,-6.612244897959179,-9.857142857142852,-7.999999999999998,0.8775510204081649,6.979591836734691,-21.6530612244898,92.33277800916285,90.99000416493128,-99.66555601832572,-226.1603498542274,-100.32069970845481,35.30653894210745,215.7663473552687,106.00999583506871,-8.090483488544134,929.7122984484429,-274.17670322450994,-877.9232518053768,-159.25599247984667,-1052.2133807113055,1151.336847299361,453.4262851226563,-0.2270429117034558,2.7600615281132828,0.18757059891711772,-1.5081617288629718,-2.578085478134102,0.5826574439816808,-3.0040715635151995,1.6315194922948733,-1.739100773110303,4.931850228104183,-1.1178469311420756,-4.097265383354373,0.44789511650920755,-6.852149446203715,3.68986878384964,2.429328627360939,-10.06904867524126,61.02991285451763,8.040291854094912,5.266333679988595,-17.398568433751493,-86.59328982402441,-28.20725013423103,4.0825557561470065,0.8163265306122449,0.2665066026410565,-0.07034303082935296,45.27471770479858,-0.004451821798106976,-0.11884249165986355,0.48942613194551915,0.9660552470038002,0.9529411764705882,0.9952941176470589,1.1617021276595745,0.7395190369895077,0.8034630782717143,0.8899102061629888,0.9473229374711937,0.8130281149178061,0.749941911326847,0.6780364490498064,0.6587429444724824,0.7808217944311945,0.7505552832635334,0.8676812551220978,0.7811933279090713,1.3135759042693462,0.8118269546725979,1.024526542943477,1.0316910282704939,0.805549097494204,1.0487805813693194,0.8780083150000572,0.9030484912677847,0.7762074341834376,1.1798284502686165,1.7745260046878568,2,0,0,0,1,1,0,0,0.0,0.09622504486493763,4.095640899294221,0.5773502691896257,0.28867513459481287,0.4390624738295116,0.2896006912429046,0.30750853452570615
0,0,17,41,0,0,11,0,2,2,1,0,6,0,0,0,1628.0,69.513456858188,15.279132791327914,39.707317073170735,37.906976744186046,257.9209838022124,176.17918286283142,148.30389627329762,159.66623522219385,163.25781485065153,169.122360142179,40.88948377288654,148.99325798136036,-34.71908255667923,-74.84949434860202,23.409478485028743,46.201731773415275,-102.31588340273646,-72.85319584903166,-3.85484830458061,-2.210588935157645,2.215942891136227,-0.9607376561570488,-3.433075550267698,-5.164782867340869,-12.382510410469957,61.73111243307547,2.6490184414039266,-103.53837001784649,-230.68709101725156,73.04580606781681,140.75490779298036,-131.85484830458063,-59.62105889351576,4.229731574754204,-58.31013139209667,-457.32659577975284,-294.4494673850725,86.50122084247387,207.2957367027121,-254.62638252056325,-139.8820058793418,0.05651119274241381,7.410534400951817,-0.5592424949434882,-3.6235233581201665,-1.2076635484830494,1.720719361094584,-7.00421761451517,-6.355775654967281,-0.6586066148598947,0.6408894956954669,-2.7775104358165694,-0.5451890761405274,-1.5915077958862436,0.5895812869588871,-3.146063172999477,-1.2994846462278367,-10.576150102416314,110.72202373064039,-18.68604442335509,1.1397364166921613,-58.651868164415355,4.614838852768722,-106.18089555096932,-97.94715382058618,0.9375371802498512,-0.0061701921613658076,-0.025120328808609604,42.17783527192296,0.001314213784707298,-0.04806053402891068,0.41949226598076084,1.0055514778379089,1.2705111557077087,1.0619915165843823,0.9460083064143978,0.7140249745235523,0.8650563982189092,0.9237940226331331,1.0609580517404256,0.6970905489047496,0.6740104744956676,0.8955399663431873,0.5474812572834833,0.4212373950018462,0.6772377453933565,0.9621894338546634,0.7357341737796459,1.1733786588176212,1.0065609878259887,0.9999053242176746,0.8813542535576239,0.8418817333585356,0.9142706859763295,0.7755700204625805,0.8407595975791006,0.8652917473615659,0.8830896531645025,1.7307037705934103,2,0,0,2,2,2,0,0,0.0,0.09622504486493763,5.136587773554778,0.8660254037844386,0.4330127018922193,0.42790338352744506,0.3026413468916642,0.3162918177918966
1,0,12,52,0,0,6,0,1,4,0,0,1,0,0,0,1202.0,76.11957471637598,7.923076923076923,23.115384615384617,24.38888888888889,218.25582676132385,163.15574323888416,145.02252852113426,159.0680556568065,166.5103136374477,164.45601236718483,66.31952662721893,73.94674556213016,30.56213017751479,15.568047337278106,-48.136094674556226,-49.834319526627226,-70.14201183431953,12.999999999999996,-3.792899408284026,-4.100591715976332,2.4319526627218937,5.520710059171598,-1.5502958579881665,-7.011834319526629,-5.846153846153848,6.088757396449719,37.331360946745555,18.177514792899416,46.414201183431935,-0.9822485207100549,-43.06508875739644,-122.83431952662721,5.461538461538442,113.50235442500373,-320.50379218604417,74.31310315133341,16.415527351058863,644.6164816664632,86.40275885283314,-433.7025031442411,-678.3194821838603,-0.29226750000000096,2.5426757500000017,-0.8117654999999951,-1.1392762500000007,-2.9924160000000137,0.6683942499999831,-1.4065100000000017,1.8897267500000052,0.45789148403626034,-1.557120844741633,-0.6446514027964793,-2.138440673363272,2.6514973989839286,2.378987652279798,-0.7403841413985857,-3.8947389197829225,1.0848410087391467,-8.93164299351847,-14.352295038380966,-32.237463588652005,4.7118372839614775,28.629589315975064,-0.8663213856898937,-9.866806957161788,0.5828402366863904,0.13795748411133027,-0.030601430716241284,50.10400001753135,-0.005412361111111129,0.03585195569953994,0.4470899470899471,0.9767195767195768,0.9348561759729275,1.2487710392733105,1.098804833699523,0.7829375718115664,0.8012024027898164,0.9200069167757535,0.9456381122600961,1.082358291842206,1.1440308372765349,1.0844374197106936,0.685117889556053,0.4177188900570956,0.8622949737576542,1.0672894830918314,1.5438313184641723,1.0752049506959291,1.1304425433049263,1.0166262318032246,1.032482798007207,0.8454430405943274,1.0465576425967154,1.020165272711744,1.1004506222120876,1.090536644986151,1.0811749166655351,1.4497284092062808,2,0,0,1,3,1,1,0,0.0,0.0,1.9278252053386882,0.0,0.0,0.44785202485918485,0.2973348154232584,0.3182786315280871
0,0,17,40,0,0,9,0,3,2,1,0,3,0,0,0,1400.0,67.893035667886,11.811111111111112,35.0,35.69047619047619,248.139826979462,169.17414071561467,148.29586436243807,157.49416092539596,161.63592263064186,159.82427187425446,27.508888888888897,113.6,-11.849999999999993,7.451111111111119,31.346666666666664,5.936666666666671,-119.70222222222225,-86.74888888888889,-3.625,-1.6875,3.625,-2.25,-11.1875,0.375,-8.875,81.91999999999999,49.300000000000026,-112.05000000000003,-112.95999999999998,116.38000000000002,110.07,-114.68000000000002,-95.06,105.96700504092604,-10.477182195251794,-612.6270683452257,-248.98382987021085,587.079504582498,-316.2484689597498,-253.4842565857693,156.27984073748917,0.2139141362499996,5.207120143750001,0.2230075531250002,-0.6148324962499997,-0.37344922999999997,0.6198831581249993,-4.090109913749998,-4.17598843375,-0.4760311599869952,0.18424268311452419,-2.967566778914487,-1.0560571091106654,1.53818263622787,-4.002762718070508,0.699937903431105,2.1756613795911854,1.930295355791723,48.36590067901043,-2.5905326096287427,12.115078924876567,-18.166930778591645,-69.69076341001941,-28.11853389684875,-3.132381229166893,0.8375,0.10416666666666667,-0.019852941176470587,46.16719662837003,0.0050931937202380855,-0.03717066749569901,0.49875406448476006,0.8638100992545723,1.1226012793176974,1.1309168443496802,0.9587357330992099,0.7509261666450018,0.7743728064474196,0.9419659583578653,0.9508765221768338,0.6336209570684093,0.6423342353733619,0.8968802016144428,0.5109152486633489,0.39969287944515053,0.6480450495734889,0.8058500089061128,0.7994324933470547,1.1686151422691153,0.9771953011512535,1.032253727274116,0.8984282485246746,0.7365117318795986,0.9075170545568533,0.8129438351419204,0.7838245241974815,0.7769799038625718,1.2973660438238013,1.681366741346812,2,0,0,0,2,2,0,0,0.0,0.09622504486493763,3.9148999370677453,0.5773502691896257,0.28867513459481287,0.4304885722837718,0.2990638023853908,0.32061896424741365
0,0,17,37,0,0,6,0,1,3,1,0,1,0,0,0,1204.0,65.49574166788598,9.957957957957959,32.54054054054054,34.41025641025641,251.3856080631129,160.0764559223537,141.4896035671179,155.5054142266488,156.90946308948426,153.15412697729138,40.34640045450856,57.6934502069637,-104.75464653843035,-79.93182371560752,-64.89181072964857,-16.197305413521637,97.65262559857156,58.22692963233506,-1.9817384952520125,-3.7078159240321438,-6.599707815924033,-5.294375456537619,-3.075967859751645,3.116143170197226,-8.641344046749452,88.24689554419285,3.0781592403214395,-188.50620891161432,-196.74945215485758,-39.116143170197255,-17.00730460189921,180.28195763330893,237.6961285609934,40.68451963098735,160.72974654512802,-181.32153115500148,-710.7033741722795,105.702824488217,-738.2342868431039,-144.77462168419402,765.0835913448872,0.25879797881665406,0.9514877574872169,-2.533114907231554,-1.7936435829072304,-1.3123479912344775,0.6374680423666894,3.4698102673484263,0.8797513192111013,-0.667092725086331,-1.5462111376206265,0.43012753520079133,-3.396815226006182,1.868078408196173,-3.5559523256624646,-0.9080179864283466,3.2742680673900812,-4.660195061319078,-11.278088575531578,6.171677053452553,-14.149457643275221,6.7864063532812935,-8.459171593415139,-19.438834432026063,-7.837547467590754,0.7377647918188456,0.17768912363506953,-0.04753610159015569,49.76872020328959,0.0066358456106834374,-0.054927955247135084,0.48111037065244994,1.1399585872048745,0.9468392993145471,1.2072201066260475,1.0651942117288655,0.795416692369379,0.9586083523533405,1.11324100919129,1.0493337857010674,0.7618179735260731,0.7852274029098408,0.8715678231823755,0.5194006693109116,0.6629379168991242,1.3266906723770973,1.1106786572677874,0.5329530645306575,1.1742444052002854,1.103757858246091,0.9138161475599963,1.0165445077359507,0.7011217936765528,0.9857840486801006,0.9492354895775488,0.9924036706822223,0.7180970192578724,0.8993356627812551,1.5959365781194366,2,0,0,1,2,1,0,0,0.0,0.09622504486493763,2.6932121005807126,0.28867513459481287,0.14433756729740643,0.4336942063416169,0.2946477402500333,0.3509718335859062
0,0,17,53,0,0,8,0,2,4,1,0,1,0,0,0,1506.0,85.29496181152697,8.423480083857443,28.41509433962264,30.345454545454544,229.40208787068372,162.59907295109107,144.92600333200633,158.58266723305582,157.0608766855628,155.51757943814545,41.33364977651199,36.274830900676406,-115.54285827301133,-72.05521933467823,-5.6907954590403875,-19.089434753372103,86.3849926822515,-31.35841145524308,0.13705945176218726,-3.3517265930936313,-6.342470630117481,-1.5325738697045233,-2.865076539693843,-3.4453542185831276,-12.831968672125313,93.51690993236022,-5.98825204699186,-181.89106443574224,-222.82342470630113,53.00071199715201,-41.78034887860447,199.21573513705954,101.14809540761834,118.8295840150609,134.48749384799527,120.53700284997163,-747.6907137721463,152.16357876057123,-693.8663334107453,-143.40096241277234,403.47705161253094,0.024493724101102576,0.6819673723745092,-2.5049644407262424,-1.787646431114272,1.6645311363474677,-0.16641813492344404,1.7621332378070635,-1.6612516585973687,0.1304051421965981,-1.0081994585913567,2.8227620591009175,-2.92291433859841,2.020176666780668,-2.735276197385816,-3.3348480216707515,3.000038081876781,-5.120782046018825,-16.571988947807778,25.584879318095616,-4.911073265446716,28.668963807828575,-22.551539761340063,-51.51002730583739,5.345296324540793,0.6828052687789249,0.2063885562639567,-0.027931054942446926,50.57263157523415,0.000445340438201865,0.008255031926201112,0.5631686366349968,1.0420514239647591,0.9143994691439946,1.261120848401482,1.1734793187347932,0.836836811508024,0.9670361558516929,1.0491696240113189,0.9813491580265811,0.6912181756925541,0.7908973210952509,0.9472901122035263,0.5981771699733784,0.6802357276420181,1.157587517364952,0.8944660100880156,0.5845096615864462,1.1657773262956705,1.0954911081713237,0.8592543923586533,0.994137088869354,0.7949570661156924,1.1177756647737023,0.9172388079402484,0.9720818219834965,0.7044325764474729,0.9441625060356926,1.679638556870923,3,0,0,1,2,3,0,0,0.0,0.07856742013183861,3.0273572046004116,0.28867513459481287,0.14433756729740643,0.4438039739389727,0.2951497170628354,0.35150052184849967
0,0,17,34,0,0,7,0,1,2,2,0,1,0,1,0,2582.0,78.44229895333899,9.5281207133059,75.94117647058823,44.44444444444444,290.24394958307994,155.9625279059394,140.022563395825,149.73658948758475,151.2935213316303,150.04763077161536,-12.580023827492743,22.52829633426842,-62.55043881508061,-56.63814961956702,-7.507027211756178,25.138522220798254,52.6635102358542,-9.503068620331218,-4.482698961937718,-5.582179930795848,-2.4645328719723194,-0.11159169550172876,-0.13667820069204117,-1.3546712802768162,-5.596020761245674,37.5363321799308,220.3183391003461,-263.98269896193773,-176.92387543252596,3.546712802768136,-454.37370242214536,-383.52595155709344,588.9273356401384,166.37943190661196,-47.54527704101927,-292.4749166411807,-368.4771495614013,270.1318700175547,-329.2010275097952,-453.32115679384026,225.94944142407996,0.21336176643598592,1.3840614619377158,-1.339074789792387,-1.3501826133217987,-0.38797411332179904,0.2631993477508649,-0.33541439619377167,0.2602997465397918,-0.31774769430323613,1.8203373004240095,-0.932773421620328,-0.6334504500914164,2.2457474857363775,-5.03845572782173,-3.4043657311785145,1.008449698306989,7.350388137156649,3.8650569638832923,-0.20783778296627098,4.947807669583538,5.8232370730081,-22.331954325729992,-29.643756563985256,-21.850414689492332,0.7517301038062285,0.07751826220684348,-0.07646821823008011,52.44471928095286,0.0059267157343329425,-0.019044258306266562,0.7333422746679705,1.0605979138757207,1.022151898734177,1.1798341335661282,1.10542743194035,0.5690156994178869,0.5611245521620916,0.8426786995846192,0.6998316970208078,0.9404517962386159,1.8714471460518156,0.8101715437844205,0.4725857034519642,0.4989033534940125,1.0380640706411088,0.9732236324906718,0.5580514238024269,0.8481015802892113,0.759480718234968,0.8951588020371661,0.8872772731524545,0.8791531738711728,0.7657890711392028,0.9255639909533934,0.8575915497207537,0.6931326478070542,0.9308123576194298,1.5959365781194366,2,0,0,1,3,0,0,0,0.0,0.09622504486493763,2.6932121005807126,0.28867513459481287,0.14433756729740643,0.4336942063416169,0.2946477402500333,0.387410860404879
